temperature_logs.experiment_id,temperature_logs.elapsed_time,lid_temp,heat_block_zone_1_temp,heat_block_zone_2_temp
55,67017,101.36,21.82,22.0
55,68017,102.27,21.82,22.0
55,69017,103.13,21.83,22.01
55,70018,103.98,21.83,22.01
55,71017,104.87,21.84,22.02
55,72019,105.75,21.84,22.02
55,73017,106.58,21.85,22.03
55,74018,107.3,21.86,22.04
55,75018,108.25,21.76,21.95
55,76017,108.85,25.23,25.13
55,77018,109.15,30.62,30.55
55,78018,109.2,36.33,36.28
55,79017,109.07,41.97,41.98
55,80017,108.92,47.6,47.6
55,81018,108.78,53.21,53.22
55,82018,108.73,58.88,58.84
55,83017,108.73,64.54,64.52
55,84018,108.8,70.15,70.11
55,85017,108.86,75.74,75.74
55,86017,108.94,81.34,81.32
55,87018,108.97,86.98,86.96
55,88020,109.0,92.54,92.52
55,89017,109.02,94.81,95.03
55,90017,109.03,94.79,94.74
55,91018,109.06,94.86,94.9
55,92017,109.06,94.91,94.93
55,93017,109.09,94.94,94.96
55,94017,109.09,94.98,94.98
55,95017,109.12,95.0,95.0
55,96017,109.14,95.01,95.02
55,97017,109.14,95.03,95.04
55,98018,109.17,95.04,95.04
55,99017,109.17,95.05,95.05
55,100017,109.19,95.06,95.07
55,101018,109.21,95.07,95.07
55,102017,109.21,95.08,95.08
55,103018,109.23,95.07,95.09
55,104017,109.25,95.08,95.09
55,105017,109.25,95.08,95.1
55,106017,109.27,95.08,95.09
55,107018,109.29,95.1,95.1
55,108020,109.29,95.1,95.11
55,109018,109.27,95.09,95.11
55,110017,109.33,95.1,95.1
55,111017,109.32,95.1,95.1
55,112017,109.34,95.1,95.11
55,113017,109.35,95.11,95.11
55,114018,109.35,95.1,95.11
55,115017,109.37,95.11,95.11
55,116017,109.38,95.1,95.12
55,117018,109.38,95.1,95.11
55,118017,109.4,95.1,95.11
55,119018,109.42,95.1,95.11
55,120017,109.4,95.11,95.11
55,121018,109.43,95.1,95.11
55,122017,109.44,95.11,95.11
55,123017,109.67,95.11,95.12
55,124018,109.44,95.1,95.11
55,125021,109.44,95.1,95.11
55,126017,109.48,95.09,95.11
55,127018,109.47,95.1,95.11
55,128017,109.49,95.1,95.1
55,129018,109.51,95.09,95.1
55,130018,109.5,95.1,95.1
55,131017,109.5,95.1,95.1
55,132018,109.52,95.09,95.09
55,133018,109.53,95.09,95.1
55,134017,109.52,95.09,95.1
55,135017,109.54,95.09,95.1
55,136018,109.56,95.09,95.1
55,137017,109.55,95.09,95.1
55,138018,109.56,95.09,95.1
55,139018,109.57,95.09,95.1
55,140018,109.59,95.09,95.09
55,141018,109.58,95.09,95.09
55,142017,109.58,95.08,95.09
55,143017,109.59,95.09,95.09
55,144018,109.61,95.08,95.09
55,145017,109.59,95.08,95.09
55,146018,109.61,95.09,95.09
55,147017,109.55,95.08,95.08
55,148018,109.63,95.08,95.09
55,149017,109.62,95.08,95.08
55,150018,109.64,95.08,95.08
55,151017,109.65,95.07,95.08
55,152017,109.66,95.07,95.08
55,153017,109.64,95.08,95.08
55,154018,109.66,95.07,95.08
55,155018,109.66,95.08,95.08
55,156020,109.68,95.07,95.08
55,157017,109.67,95.07,95.07
55,158018,109.67,95.07,95.08
55,159018,109.68,95.07,95.07
55,160017,109.69,95.06,95.07
55,161017,109.69,95.07,95.07
55,162017,109.7,95.07,95.07
55,163017,109.69,95.06,95.06
55,164017,109.69,95.06,95.07
55,165018,109.71,95.07,95.07
55,166018,109.72,95.06,95.07
55,167018,109.72,95.06,95.07
55,168018,109.72,95.06,95.07
55,169017,109.73,95.06,95.06
55,170017,109.75,95.06,95.06
55,171018,109.75,95.06,95.06
55,172018,109.75,95.06,95.06
55,173018,109.74,95.06,95.06
55,174017,109.75,95.05,95.06
55,175020,109.76,95.06,95.06
55,176018,109.77,95.05,95.06
55,177017,109.77,95.05,95.06
55,178018,109.76,95.05,95.05
55,179018,109.76,95.05,95.06
55,180018,109.76,95.04,95.05
55,181018,109.78,95.05,95.05
55,182018,109.77,95.06,95.05
55,183018,109.78,95.06,95.05
55,184017,109.78,95.05,95.06
55,185017,109.79,95.04,95.05
55,186018,109.8,95.05,95.05
55,187018,109.8,95.05,95.05
55,188018,109.81,95.05,95.05
55,189017,109.8,95.05,95.05
55,190017,109.8,95.05,95.05
55,191017,109.81,95.05,95.05
55,192018,109.82,95.05,95.05
55,193018,109.78,95.04,95.05
55,194017,109.82,95.05,95.05
55,195018,109.81,95.04,95.05
55,196018,109.82,95.04,95.04
55,197017,109.83,95.04,95.05
55,198017,109.84,95.05,95.05
55,199017,109.85,95.04,95.04
55,200018,109.84,95.04,95.04
55,201018,109.83,95.04,95.05
55,202017,109.83,95.04,95.04
55,203018,109.84,95.04,95.04
55,204018,109.85,95.04,95.04
55,205017,109.86,95.04,95.04
55,206017,109.85,95.04,95.04
55,207018,109.83,95.04,95.04
55,208017,109.85,95.04,95.04
55,209018,109.87,95.04,95.04
55,210017,109.87,95.04,95.04
55,211017,109.88,95.03,95.04
55,212017,109.87,95.04,95.04
55,213017,109.86,95.03,95.04
55,214017,109.87,95.04,95.04
55,215018,109.88,95.04,95.04
55,216020,109.88,95.03,95.03
55,217018,109.89,95.03,95.03
55,218017,109.89,95.03,95.03
55,219018,109.87,95.04,95.04
55,220017,109.88,95.04,95.04
55,221017,109.89,95.03,95.04
55,222017,110.06,95.04,95.04
55,223018,109.9,95.03,95.04
55,224018,109.9,95.04,95.04
55,225017,109.9,95.03,95.03
55,226018,109.88,95.04,95.03
55,227018,109.88,95.03,95.04
55,228017,109.9,95.03,95.03
55,229017,109.91,95.03,95.03
55,230018,109.91,95.04,95.04
55,231017,109.91,95.03,95.03
55,232018,109.9,95.03,95.03
55,233019,109.9,95.03,95.03
55,234017,109.91,95.03,95.03
55,235017,109.88,95.03,95.04
55,236017,109.92,95.03,95.03
55,237018,109.92,95.03,95.03
55,238017,109.92,95.03,95.03
55,239017,109.91,95.04,95.03
55,240019,109.85,95.03,95.03
55,241017,109.92,95.02,95.03
55,242017,109.92,95.03,95.03
55,243017,109.93,95.03,95.03
55,244018,109.93,95.03,95.03
55,245017,109.93,95.02,95.03
55,246018,109.93,95.03,95.03
55,247018,109.92,95.02,95.03
55,248017,109.92,95.03,95.03
55,249017,109.94,95.02,95.03
55,250017,109.94,95.03,95.03
55,251017,109.94,95.03,95.03
55,252018,109.94,95.02,95.03
55,253018,109.94,95.03,95.03
55,254018,109.92,95.02,95.02
55,255017,109.93,95.03,95.03
55,256017,109.94,95.03,95.02
55,257017,109.9,95.02,95.03
55,258018,109.95,95.03,95.02
55,259017,109.95,95.03,95.02
55,260017,109.95,95.02,95.02
55,261018,109.95,95.03,95.03
55,262017,109.94,95.01,95.02
55,263017,109.94,95.03,95.02
55,264017,109.95,95.03,95.03
55,265017,109.96,95.03,95.03
55,266018,109.96,95.02,95.03
55,267017,109.96,95.02,95.03
55,268017,109.95,95.02,95.02
55,269018,109.95,95.03,95.03
55,270017,109.94,95.01,95.02
55,271017,109.94,95.02,95.02
55,272017,109.95,95.03,95.02
55,273017,109.96,95.02,95.01
55,274017,109.96,95.02,95.02
55,275018,109.96,95.02,95.02
55,276018,109.97,95.02,95.03
55,277018,109.96,95.03,95.02
55,278023,109.95,95.02,95.02
55,279018,109.95,95.02,95.02
55,280017,109.96,95.02,95.02
55,281017,109.97,95.02,95.02
55,282018,109.98,95.02,95.04
55,283018,109.97,95.02,95.02
55,284017,109.97,95.02,95.02
55,285017,109.97,95.03,95.02
55,286017,109.96,95.02,95.02
55,287017,109.96,95.02,95.02
55,288018,109.97,95.02,95.02
55,289017,109.96,95.02,95.02
55,290018,109.98,95.02,95.02
55,291018,110.11,95.02,95.02
55,292017,109.98,95.02,95.02
55,293017,109.97,95.01,95.02
55,294017,109.97,95.02,95.02
55,295018,109.97,95.02,95.02
55,296018,109.96,95.02,95.02
55,297017,109.88,95.02,95.02
55,298017,109.98,95.02,95.01
55,299017,109.98,95.02,95.01
55,300018,109.99,95.02,95.02
55,301017,109.99,95.02,95.02
55,302018,109.94,95.01,95.01
55,303018,109.98,95.02,95.01
55,304017,109.94,95.02,95.02
55,305017,109.96,95.0,95.02
55,306017,109.97,95.01,95.01
55,307017,109.98,95.02,95.02
55,308017,109.99,95.02,95.02
55,309017,109.99,95.01,95.02
55,310017,109.99,95.01,95.01
55,311017,109.97,95.02,95.02
55,312017,109.99,95.01,95.01
55,313018,109.98,95.01,95.02
55,314018,109.98,95.02,95.02
55,315017,109.97,95.02,95.02
55,316017,109.98,95.02,95.01
55,317018,109.97,95.01,95.01
55,318018,110.0,95.02,95.02
55,319018,110.0,95.01,95.01
55,320017,110.0,95.02,95.02
55,321017,109.99,95.01,95.02
55,322018,109.99,95.02,95.01
55,323017,109.99,95.02,95.02
55,324017,109.95,95.02,95.03
55,325017,109.98,95.01,95.02
55,326017,109.97,95.01,95.01
55,327018,109.98,95.02,95.02
55,328018,109.99,95.02,95.01
55,329018,110.0,95.01,95.02
55,330017,110.0,95.02,95.01
55,331017,110.0,95.02,95.02
55,332017,110.0,95.02,95.02
55,333018,109.99,95.01,95.01
55,334018,109.99,95.01,95.01
55,335018,109.97,95.01,95.01
55,336018,109.99,95.01,95.01
55,337017,109.98,95.01,95.01
55,338017,109.99,95.01,95.01
55,339017,110.0,95.02,95.02
55,340017,110.0,95.01,95.01
55,341017,110.01,95.01,95.02
55,342017,110.01,95.02,95.01
55,343018,110.0,95.02,95.01
55,344017,110.0,95.01,95.02
55,345018,110.0,95.01,95.01
55,346017,110.0,95.02,95.01
55,347018,110.0,95.02,95.02
55,348017,110.0,95.01,95.01
55,349018,109.98,95.01,95.01
55,350017,109.99,95.01,95.01
55,351017,110.0,95.01,95.01
55,352017,110.0,95.01,95.01
55,353018,110.01,95.01,95.01
55,354017,110.01,95.02,95.01
55,355018,110.01,95.01,95.01
55,356018,110.01,95.01,95.01
55,357017,110.0,95.01,95.01
55,358019,110.0,95.01,95.01
55,359017,110.0,95.01,95.01
55,360018,110.0,95.02,95.01
55,361017,110.0,95.02,95.01
55,362018,110.0,95.01,95.01
55,363017,109.99,95.01,95.01
55,364017,109.99,95.01,95.01
55,365017,110.0,95.01,95.01
55,366018,110.01,95.01,95.01
55,367017,110.02,95.01,95.01
55,368018,110.02,95.01,95.01
55,369017,110.01,95.01,95.01
55,370017,110.01,95.01,95.01
55,371018,110.0,95.01,95.01
55,372018,110.0,95.0,95.01
55,373018,110.0,95.01,95.01
55,374018,110.0,95.01,95.01
55,375018,110.0,95.01,95.01
55,376018,110.0,95.01,95.01
55,377018,110.01,95.01,95.01
55,378018,110.0,95.01,95.01
55,379019,110.0,95.01,95.01
55,380018,110.0,95.01,95.01
55,381017,110.02,95.01,95.01
55,382017,110.02,95.01,95.0
55,383017,109.99,95.02,95.01
55,384017,110.02,95.01,95.01
55,385017,110.01,95.01,95.01
55,386017,110.0,95.01,95.01
55,387017,110.01,95.01,95.01
55,388017,110.0,95.02,95.01
55,389017,110.01,95.01,95.01
55,390018,110.01,95.01,95.01
55,391018,110.01,95.01,95.01
55,392017,110.01,95.01,95.0
55,393018,110.01,95.01,95.01
55,394017,110.01,95.01,95.01
55,395017,110.0,95.01,95.01
55,396017,110.0,95.01,95.0
55,397017,110.01,95.0,95.01
55,398020,110.01,95.01,95.01
55,399017,109.95,95.01,95.02
55,400018,110.02,95.01,95.01
55,401017,109.97,95.01,95.01
55,402021,110.01,95.01,95.01
55,403017,110.01,95.0,95.0
55,404018,110.01,95.01,95.01
55,405018,110.01,95.01,95.01
55,406018,110.06,95.02,95.01
55,407018,110.0,95.0,95.01
55,408018,110.0,95.01,95.01
55,409017,110.01,95.01,95.01
55,410018,110.02,95.01,95.01
55,411017,110.02,95.01,95.01
55,412018,110.0,95.01,95.01
55,413017,110.02,95.01,95.01
55,414018,110.02,95.01,95.01
55,415018,110.22,95.02,95.02
55,416017,110.02,95.01,95.01
55,417017,110.03,95.01,95.01
55,418017,110.01,95.0,95.01
55,419018,110.31,95.0,95.01
55,420018,110.0,95.01,95.01
55,421017,110.0,95.01,95.01
55,422017,110.01,95.01,95.01
55,423017,110.01,95.01,95.01
55,424017,110.02,95.01,95.01
55,425017,110.02,95.01,95.01
55,426018,110.02,95.01,95.01
55,427017,110.02,95.01,95.01
55,428021,110.02,95.0,95.01
55,429017,110.02,95.01,95.01
55,430017,110.01,95.01,95.0
55,431018,110.01,95.01,95.01
55,432020,110.02,95.01,95.0
55,433017,110.01,95.01,95.0
55,434017,109.99,95.0,95.0
55,435018,110.0,95.01,95.01
55,436017,110.01,95.01,95.01
55,437017,110.02,95.01,95.01
55,438017,110.02,95.01,95.01
55,439017,110.03,95.01,95.01
55,440017,110.02,95.0,95.01
55,441017,110.02,95.01,95.01
55,442017,110.02,95.01,95.01
55,443018,110.01,95.01,95.0
55,444018,110.01,95.0,95.0
55,445017,109.97,95.01,95.01
55,446017,110.01,95.0,95.01
55,447017,110.02,95.01,95.01
55,448017,110.02,95.01,95.0
55,449017,110.01,95.01,95.0
55,450017,110.01,95.01,95.01
55,451017,110.01,95.01,95.01
55,452018,110.02,95.01,95.01
55,453018,110.02,95.01,95.01
55,454018,110.02,95.01,95.0
55,455017,110.02,95.01,95.01
55,456018,110.02,95.01,95.01
55,457017,110.01,95.0,95.0
55,458018,110.01,95.0,95.01
55,459018,110.01,95.01,95.01
55,460017,110.02,95.01,95.01
55,461017,110.02,95.0,95.0
55,462017,110.02,95.0,95.0
55,463018,110.01,95.01,95.0
55,464018,110.0,95.01,95.01
55,465017,110.01,95.01,95.01
55,466017,110.01,95.0,95.0
55,467017,110.02,95.01,95.0
55,468018,110.03,95.0,95.01
55,469017,110.03,95.01,95.0
55,470017,109.92,95.0,95.0
55,471017,110.02,95.0,95.01
55,472017,110.02,95.01,95.01
55,473018,110.01,95.0,95.01
55,474017,110.01,95.0,95.0
55,475018,110.01,95.01,95.0
55,476017,110.0,95.01,95.01
55,477018,110.02,95.01,95.01
55,478022,110.02,95.01,95.0
55,479017,110.02,95.0,95.01
55,480018,110.01,95.0,95.01
55,481018,110.01,95.0,95.0
55,482017,110.02,95.01,95.01
55,483017,110.02,95.01,95.01
55,484017,110.02,95.01,95.01
55,485018,110.02,95.0,95.01
55,486018,110.02,95.0,95.0
55,487018,110.01,95.0,95.01
55,488020,110.01,95.0,95.0
55,489017,110.02,95.01,95.0
55,490017,110.02,95.0,95.01
55,491022,110.02,95.0,95.0
55,492017,110.02,95.0,95.0
55,493017,110.02,95.01,95.01
55,494017,110.01,95.0,95.0
55,495018,110.01,95.0,95.01
55,496017,110.01,95.0,95.0
55,497018,110.01,95.0,95.0
55,498018,110.01,95.0,95.01
55,499018,110.02,95.01,95.01
55,500018,110.02,95.0,95.01
55,501017,110.02,95.0,95.01
55,502017,110.02,95.01,95.0
55,503017,110.02,95.0,95.01
55,504017,110.01,95.01,95.0
55,505017,110.02,95.01,95.0
55,506017,110.02,95.0,95.0
55,507017,110.02,95.01,95.01
55,508017,110.01,95.0,95.0
55,509017,110.02,95.01,95.01
55,510018,110.02,95.0,95.0
55,511018,110.02,95.0,95.01
55,512017,109.98,95.01,95.0
55,513017,110.01,95.01,95.01
55,514017,110.01,95.01,95.01
55,515018,110.01,95.0,95.01
55,516017,110.02,95.01,95.01
55,517017,110.02,95.0,95.0
55,518017,110.02,95.0,95.01
55,519018,110.02,95.0,95.0
55,520017,110.02,95.01,95.0
55,521018,110.02,95.01,95.0
55,522018,110.02,95.01,95.01
55,523017,110.02,95.0,95.0
55,524018,110.02,95.0,95.01
55,525018,110.01,95.0,95.01
55,526017,110.01,95.0,95.0
55,527017,110.01,95.0,95.0
55,528017,110.01,95.01,95.01
55,529017,110.02,95.01,95.01
55,530017,110.02,95.0,95.0
55,531017,110.01,95.0,95.01
55,532017,110.01,95.01,95.01
55,533017,110.01,95.0,95.01
55,534017,110.02,95.01,95.0
55,535017,110.02,95.0,95.0
55,536017,110.02,95.0,95.0
55,537018,109.98,95.0,95.01
55,538017,110.01,95.01,95.0
55,539017,110.01,95.0,95.0
55,540017,110.01,95.0,95.01
55,541017,110.01,95.01,95.01
55,542017,110.01,95.0,95.0
55,543017,110.01,95.0,95.0
55,544017,110.02,95.01,95.0
55,545017,110.02,95.01,95.0
55,546017,110.02,95.0,95.0
55,547018,110.02,95.0,95.0
55,548018,110.01,95.0,95.0
55,549017,110.02,95.0,95.0
55,550017,110.01,95.0,95.0
55,551017,110.01,95.0,95.0
55,552017,109.98,95.0,95.01
55,553017,110.02,95.0,95.0
55,554017,110.02,95.0,95.0
55,555017,110.02,95.0,95.0
55,556017,110.02,95.0,95.0
55,557018,110.02,95.0,95.0
55,558017,110.02,95.0,95.01
55,559018,110.01,95.0,95.0
55,560018,110.02,95.0,95.0
55,561018,110.01,95.0,95.0
55,562018,110.01,95.0,95.0
55,563018,110.02,95.0,95.0
55,564018,110.02,95.01,95.01
55,565017,110.0,95.0,95.0
55,566018,110.02,95.0,95.01
55,567017,110.01,95.01,95.0
55,568018,110.02,95.0,95.01
55,569018,110.02,95.0,95.0
55,570017,110.01,95.0,95.0
55,571017,110.01,95.0,95.0
55,572017,110.01,95.01,95.01
55,573017,110.02,95.0,95.0
55,574017,110.02,95.0,95.0
55,575018,110.02,95.0,95.0
55,576017,110.02,95.0,95.0
55,577018,110.02,95.0,95.0
55,578018,110.02,95.0,95.01
55,579018,110.01,95.0,95.0
55,580018,110.01,95.01,95.01
55,581018,110.01,95.0,95.0
55,582017,110.02,95.0,95.0
55,583018,110.02,95.0,95.0
55,584017,110.01,95.01,95.01
55,585018,110.01,95.0,95.0
55,586018,110.01,95.0,95.0
55,587017,110.22,95.01,95.01
55,588020,110.02,95.0,95.0
55,589017,110.01,95.0,95.0
55,590018,110.0,95.0,95.0
55,591017,110.01,95.0,95.0
55,592024,110.01,95.0,95.0
55,593017,110.01,95.0,95.0
55,594017,110.02,95.0,95.0
55,595018,110.02,95.0,95.0
55,596017,110.01,95.0,95.01
55,597017,110.02,95.0,95.0
55,598017,110.02,95.0,95.0
55,599020,110.02,95.0,95.01
55,600018,110.01,95.0,95.0
55,601017,109.97,95.0,95.0
55,602017,110.02,95.0,95.0
55,603017,109.93,95.0,95.01
55,604017,110.02,95.0,95.0
55,605017,110.01,95.0,95.0
55,606018,110.01,95.01,95.01
55,607018,110.02,95.0,95.0
55,608018,110.01,95.01,95.0
55,609018,110.01,95.0,95.0
55,610017,110.01,95.0,95.0
55,611017,110.01,95.01,95.0
55,612018,110.01,95.0,95.0
55,613017,110.01,95.01,95.0
55,614017,110.01,95.0,95.0
55,615017,110.01,95.01,95.0
55,616018,110.02,95.0,95.0
55,617017,110.02,95.0,95.0
55,618018,110.02,95.0,95.0
55,619017,110.02,95.0,95.0
55,620018,110.02,95.0,95.0
55,621018,110.02,95.0,95.0
55,622017,110.02,95.01,95.01
55,623017,110.01,94.99,95.0
55,624017,110.01,95.0,95.0
55,625018,110.01,95.0,95.0
55,626018,110.01,95.0,95.0
55,627017,110.02,95.0,95.0
55,628017,110.01,95.0,95.01
55,629017,110.01,95.0,95.0
55,630018,110.02,95.0,95.0
55,631018,110.01,95.01,95.0
55,632017,110.01,95.0,95.0
55,633017,110.01,95.0,95.0
55,634017,110.01,95.0,95.0
55,635018,110.01,95.01,95.01
55,636018,110.01,95.01,95.0
55,637017,110.01,95.01,95.0
55,638017,110.0,95.01,95.01
55,639019,110.01,95.0,95.0
55,640017,110.01,95.0,95.0
55,641017,110.02,95.0,95.0
55,642017,110.02,95.0,95.0
55,643018,109.98,95.0,95.01
55,644017,110.02,95.0,95.0
55,645017,110.01,95.0,95.0
55,646017,110.01,95.01,95.0
55,647017,110.01,95.0,95.0
55,648017,110.01,95.0,95.0
55,649017,110.01,95.0,95.01
55,650018,110.01,95.0,95.01
55,651017,110.2,95.0,95.0
55,652018,110.02,95.0,95.0
55,653018,110.01,95.01,95.0
55,654017,110.01,95.0,95.0
55,655017,110.01,95.0,95.0
55,656017,110.01,95.0,95.0
55,657017,110.01,95.01,95.01
55,658017,110.01,95.0,95.01
55,659018,110.01,95.0,95.0
55,660018,110.01,95.01,95.0
55,661017,110.02,95.0,95.0
55,662017,110.02,95.0,95.0
55,663017,110.01,95.01,95.0
55,664018,110.01,95.0,95.0
55,665018,110.01,95.0,95.0
55,666017,110.02,95.0,95.0
55,667017,110.02,95.0,95.0
55,668017,110.02,95.0,95.0
55,669018,110.02,95.0,95.0
55,670017,110.02,95.0,95.0
55,671018,110.01,95.0,95.0
55,672017,110.01,95.01,95.0
55,673018,110.01,95.0,95.0
55,674018,110.01,95.0,95.0
55,675017,110.01,95.01,95.0
55,676018,110.01,95.0,95.01
55,677017,110.01,95.0,95.0
55,678017,110.01,95.0,95.0
55,679017,110.01,95.0,95.01
55,680018,110.01,95.0,95.0
55,681017,110.01,95.01,95.0
55,682018,110.01,95.0,95.0
55,683017,110.01,95.01,95.0
55,684018,110.01,95.0,95.0
55,685017,110.01,95.0,95.0
55,686017,110.01,95.0,95.0
55,687018,110.0,95.0,95.0
55,688017,110.01,95.0,95.0
55,689017,110.01,95.01,95.0
55,690018,110.0,95.0,95.01
55,691018,110.01,95.0,95.0
55,692017,110.01,95.0,95.0
55,693018,110.02,95.0,95.0
55,694018,110.02,95.0,95.0
55,695017,110.02,95.0,95.0
55,696017,110.0,95.0,95.0
55,697017,110.01,95.0,95.0
55,698018,110.01,95.0,95.0
55,699017,110.01,95.0,95.0
55,700017,109.99,95.0,95.0
55,701018,110.01,95.0,95.0
55,702018,109.99,95.0,95.0
55,703017,110.01,95.0,95.0
55,704017,110.01,95.0,95.0
55,705018,110.01,95.0,95.0
55,706018,110.01,95.01,95.01
55,707017,110.01,95.0,95.0
55,708018,110.01,95.0,95.0
55,709018,110.01,95.0,95.0
55,710017,110.01,95.0,95.01
55,711018,110.01,95.0,95.0
55,712017,110.02,95.0,95.01
55,713017,110.01,95.0,95.0
55,714018,110.01,95.0,95.0
55,715018,110.01,95.0,95.0
55,716017,110.01,95.01,95.0
55,717017,110.01,95.0,95.0
55,718017,110.02,95.01,95.0
55,719018,110.0,95.01,95.01
55,720017,110.01,95.0,95.0
55,721018,110.01,95.0,95.0
55,722017,110.02,95.01,95.0
55,723017,110.02,95.0,95.01
55,724017,110.02,95.0,95.0
55,725018,110.01,95.0,95.0
55,726017,110.01,95.0,95.0
55,727018,110.01,95.0,95.0
55,728017,110.01,95.01,95.0
55,729017,110.01,95.0,95.0
55,730017,110.01,95.0,95.01
55,731017,110.01,95.0,95.0
55,732017,110.01,95.01,95.0
55,733017,110.01,95.0,95.0
55,734018,110.01,95.01,95.0
55,735017,110.02,95.0,95.0
55,736017,110.01,95.0,95.0
55,737017,110.01,95.0,95.0
55,738017,110.01,95.0,95.0
55,739017,110.01,95.0,95.0
55,740017,110.01,95.0,95.0
55,741017,110.01,95.0,95.0
55,742017,110.01,95.0,95.0
55,743017,110.01,95.0,95.0
55,744017,110.01,95.01,95.0
55,745017,110.01,95.0,95.0
55,746018,110.01,95.01,95.0
55,747018,110.02,95.0,95.0
55,748017,110.02,95.01,95.0
55,749017,110.01,95.0,95.0
55,750017,110.0,95.0,95.0
55,751017,110.01,95.0,95.0
55,752017,110.02,95.0,95.0
55,753017,110.02,95.01,95.0
55,754017,110.02,95.0,95.0
55,755017,110.02,95.0,95.0
55,756017,110.01,95.0,95.0
55,757017,110.01,95.0,95.0
55,758017,110.01,95.0,95.0
55,759017,110.01,95.0,95.01
55,760018,110.0,95.0,95.0
55,761017,110.01,95.0,95.0
55,762017,110.01,95.0,95.0
55,763017,110.01,95.0,95.0
55,764017,109.99,95.0,95.0
55,765017,110.01,95.0,95.0
55,766017,110.01,95.01,95.0
55,767017,110.01,95.0,95.0
55,768018,110.08,95.0,95.0
55,769019,110.01,94.99,95.0
55,770017,110.01,95.0,95.01
55,771017,110.01,95.0,95.0
55,772017,110.01,95.0,95.0
55,773017,110.01,95.0,95.0
55,774017,110.01,95.0,95.0
55,775017,110.01,95.0,95.0
55,776017,110.01,95.0,95.0
55,777017,110.01,95.0,95.0
55,778017,110.01,95.0,95.0
55,779017,110.01,95.0,95.0
55,780017,110.01,95.0,95.0
55,781018,110.01,95.0,95.0
55,782017,110.01,95.0,95.0
55,783017,110.0,95.0,95.01
55,784017,110.0,95.0,95.0
55,785026,110.01,95.0,95.0
55,786018,110.01,95.0,95.0
55,787017,110.01,95.0,95.0
55,788017,109.99,95.0,95.01
55,789017,110.02,94.99,95.0
55,790017,109.94,95.0,95.0
55,791018,110.01,95.0,95.0
55,792017,110.01,95.01,95.0
55,793017,110.01,95.0,95.0
55,794017,110.01,95.0,95.0
55,795017,110.01,95.0,95.0
55,796017,110.01,95.0,94.99
55,797017,110.01,95.0,95.0
55,798017,110.01,95.0,95.0
55,799017,110.01,95.0,95.0
55,800017,110.01,95.0,95.0
55,801018,110.01,95.0,95.0
55,802017,110.01,95.0,95.0
55,803018,110.01,95.0,95.0
55,804019,110.01,95.01,95.0
55,805017,110.01,95.0,95.0
55,806017,110.01,95.0,95.01
55,807017,110.01,95.0,95.0
55,808017,110.01,95.0,95.0
55,809017,110.01,95.0,95.01
55,810017,110.01,95.0,95.0
55,811017,110.01,95.0,95.0
55,812017,110.01,95.0,95.0
55,813017,109.99,95.0,95.0
55,814018,110.01,95.01,95.01
55,815018,110.01,95.0,95.0
