temperature_logs.experiment_id,temperature_logs.elapsed_time,lid_temp,heat_block_zone_1_temp,heat_block_zone_2_temp
56,177032,109.79,94.99,95.0
56,178032,109.79,95.0,94.99
56,179032,109.78,95.0,95.0
56,180032,109.78,95.0,95.0
56,181032,109.78,94.99,95.0
56,182032,109.78,95.0,95.0
56,183032,109.78,95.0,95.0
56,184032,109.77,95.0,95.0
56,185032,109.78,95.0,95.0
56,186032,109.8,95.0,95.01
56,187032,109.81,95.0,95.01
56,188032,109.82,95.0,95.0
56,189032,109.79,95.01,95.01
56,190032,109.82,95.01,95.01
56,191035,109.82,95.01,95.0
56,192032,109.82,95.0,95.01
56,193032,109.82,95.01,95.01
56,194032,109.82,95.01,95.01
56,195033,109.83,95.01,95.01
56,196032,109.8,95.01,95.01
56,197032,109.82,95.01,95.01
56,198032,109.8,95.02,95.01
56,199032,109.85,95.02,95.01
56,200032,109.85,95.01,95.02
56,201032,109.85,95.02,95.01
56,202032,109.85,95.01,95.01
56,203032,109.84,95.01,95.02
56,204032,109.85,95.02,95.01
56,205032,109.85,95.01,95.01
56,206032,109.85,95.01,95.02
56,207032,109.86,95.02,95.02
56,208032,109.86,95.02,95.02
56,209032,109.85,95.02,95.02
56,210032,109.84,95.01,95.02
56,211032,109.85,95.02,95.01
56,212034,109.87,95.02,95.01
56,213032,109.88,95.02,95.02
56,214032,109.89,95.01,95.02
56,215033,109.89,95.01,95.01
56,216032,109.89,95.01,95.02
56,217032,109.89,95.02,95.02
56,218032,109.89,95.01,95.02
56,219032,109.88,95.02,95.02
56,220032,109.84,95.02,95.02
56,221033,109.88,95.01,95.01
56,222033,109.88,95.02,95.02
56,223033,109.86,95.01,95.02
56,224032,109.87,95.02,95.02
56,225032,109.89,95.01,95.02
56,226032,109.9,95.03,95.02
56,227033,109.91,95.02,95.02
56,228033,109.91,95.02,95.03
56,229032,109.88,95.01,95.02
56,230032,109.91,95.01,95.02
56,231032,109.9,95.02,95.03
56,232032,109.9,95.02,95.02
56,233032,109.91,95.02,95.02
56,234032,109.9,95.02,95.02
56,235033,109.91,95.02,95.02
56,236032,109.91,95.02,95.02
56,237032,109.9,95.02,95.02
56,238037,109.9,95.02,95.02
56,239032,109.92,95.02,95.02
56,240033,109.89,95.02,95.02
56,241032,109.94,95.02,95.02
56,242033,109.93,95.02,95.02
56,243035,109.93,95.02,95.03
56,244032,109.93,95.02,95.01
56,245032,109.92,95.02,95.02
56,246032,109.93,95.02,95.02
56,247032,109.86,95.02,95.03
56,248032,109.93,95.02,95.02
56,249032,109.94,95.02,95.02
56,250032,109.94,95.02,95.01
56,251032,109.94,95.02,95.02
56,252033,109.92,95.02,95.02
56,253032,109.92,95.02,95.02
56,254032,109.93,95.02,95.02
